player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
Declan Rice,Arsenal,M,41,28.08219178,459,72,48.64864865,891,687,1578,87.8130217,44,72.13114754,17,30,5,154,14,3,10,10,65,15,12,77,1,0,6.0731214,2.8732,20,0,11.11111111,4,9,21,15,6,3,1,,77,56.20437956,1,0,0,219,30,59,0,29,2585,1,0,1,0,0,0,0,0,0,0,406,11,0,7.49,0,3,0,0,0,0,0,646.25,0,5,13,23,14,12,12,48,57,31,54.38596491,58,25,146,121,61.11111111,148,1054,743,1797,36,3,2327,8,2
Gabriel Magalhães,Arsenal,D,1,20,180,63,46.32352941,512,747,1259,88.72445384,87,66.92307692,43,25,4,46,5,3,6,13,149,2,4,62,1,2,1.73381605,1.8798,14,0,16.66666667,3,7,15,10,5,3,0,,60,75.94936709,1,0,1,160,18,6,2,24,2166,0,0,0,0,0,0,0,0,0,0,181,2,0,7.368,0,0,0,0,0,0,0,722,0,0,14,4,7,5,1,50,32,16,50,6,2,5,147,70.33492823,136,622,797,1419,18,5,1747,27,3
Bukayo Saka,Arsenal,F,36,32.43243243,300,14,36.84210526,419,105,524,76.72035139,22,44.89795918,27,27,3,105,9,8,22,7,10,29,15,140,0,1,5.76195133,6.9941,28,0,9.523809524,6,9,16,11,5,6,0,,136,54.6184739,1,0,1,159,14,54,3,22,2001,14,0,2,1,0,100,0,1,0,0,362,25,0,7.214814815,0,2,0,0,0,0,0,333.5,0,2,47,16,15,26,49,53.26086957,36,17,47.22222222,52,92,111,158,53.02013423,38,557,126,683,63,4,1236,51,1
Martín Zubimendi,Arsenal,M,2,18.18181818,369,48,49.48453608,833,661,1494,88.19362456,59,68.60465116,27,31,1,99,1,2,7,10,64,9,17,84,2,2,2.18562559,2.7812,27,0,19.23076923,5,6,20,15,5,3,2,,68,54.4,2,0,2,200,34,16,0,30,2604,0,0,0,0,0,0,0,0,0,0,258,6,0,7.087096774,0,3,0,0,0,0,0,520.8,0,0,19,7,10,9,6,50,54,30,55.55555556,16,12,11,127,60.18957346,97,985,709,1694,26,2,2026,10,4
Max Dowman,Arsenal,M,0,0,9,0,0,13,3,16,94.11764706,0,0,0,3,0,5,0,0,1,0,0,3,2,12,0,0,0.04663363,1.1064,0,0,20,1,1,0,0,0,1,0,,9,42.85714286,0,0,0,1,0,2,1,0,52,0,0,0,0,0,0,0,0,0,1,15,1,0,7.066666667,0,0,0,0,0,0,0,52,0,0,4,1,3,1,3,30,2,2,100,2,10,1,9,42.85714286,0,14,3,17,5,0,51,4,0
Martin Ødegaard,Arsenal,M,5,25,228,32,56.14035088,373,164,537,85.10301109,2,28.57142857,5,20,5,51,5,0,4,2,6,10,10,43,0,1,2.92470393,1.0108,7,0,5,1,6,11,8,3,0,1,,33,46.47887324,0,0,0,94,7,31,1,13,1078,2,0,1,0,0,0,0,0,0,0,148,14,0,6.995,0,0,0,0,0,0,0,1078,0,0,9,11,9,7,9,45,17,6,35.29411765,30,20,20,35,44.87179487,57,455,176,631,20,2,770,7,0
Eberechi Eze,Arsenal,F,2,18.18181818,184,13,39.39393939,303,134,437,84.20038536,8,26.66666667,22,26,2,61,4,1,19,2,10,16,4,73,0,0,2.23044189,3.7507,16,0,12.24489796,6,8,10,7,3,6,0,,69,57.5,0,0,0,82,8,13,1,17,1504,1,0,0,0,0,0,0,0,0,0,149,15,0,6.992307692,0,5,0,0,0,0,0,250.6666667,0,0,29,20,14,16,23,57.5,16,12,75,13,40,11,77,51.33333333,33,372,147,519,49,2,760,30,1
William Saliba,Arsenal,D,4,44.44444444,221,44,48.35164835,589,1034,1623,92.68989149,60,54.05405405,51,25,0,96,0,2,1,11,102,6,6,83,0,2,0.90453671,0.8575,17,0,20,1,1,16,11,5,1,0,,48,60,1,0,0,128,14,7,0,24,2075,1,0,0,0,0,0,0,0,0,0,156,2,0,6.991666667,0,0,0,0,0,0,0,2075,0,0,5,0,3,1,4,57.14285714,29,17,58.62068966,7,7,9,108,56.54450262,91,674,1077,1751,5,0,1990,15,1
David Raya,Arsenal,G,0,0,72,163,35.28138528,133,471,604,66.51982379,7,87.5,1,31,0,258,0,0,0,15,30,0,0,1,1,3,0.10104617,,0,0,0,0,0,22,16,6,0,0,-0.8838,11,100,0,29,0,304,1,3,0,31,2790,0,0,0,0,0,0,0,0,0,0,312,0,8,6.929032258,0,0,36,13,50,0,10,0,0,0,0,0,0,0,1,100,1,1,100,3,1,0,18,94.73684211,462,403,505,908,0,2,1197,9,1
Piero Hincapié,Arsenal,D,4,14.28571429,146,20,35.71428571,324,338,662,89.21832884,30,51.72413793,28,21,2,55,2,0,1,3,75,4,11,62,0,0,1.34832156,0.3286,16,0,50,1,3,16,12,4,1,0,,55,61.79775281,0,0,0,80,20,12,1,17,1504,0,1,0,0,0,0,0,0,0,0,146,3,0,6.919047619,0,0,0,0,0,0,0,1504,0,0,1,1,0,1,5,45.45454545,39,21,53.84615385,12,11,28,85,57.82312925,56,378,364,742,2,1,1091,12,2
Cristhian Mosquera,Arsenal,D,0,0,62,6,37.5,151,254,405,91.21621622,11,37.93103448,18,14,0,23,0,0,0,1,32,0,3,30,0,1,0.49156338,,8,0,0,0,0,5,4,1,0,0,,26,68.42105263,0,0,0,39,8,3,0,6,678,1,0,0,0,0,0,0,0,0,0,49,0,0,6.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,65.2173913,3,1,0,37,55.2238806,16,169,275,444,0,0,546,3,2
Jurriën Timber,Arsenal,D,6,13.04347826,344,20,38.46153846,573,352,925,85.25345622,40,66.66666667,20,30,5,97,4,7,3,11,53,25,9,110,0,1,1.60875528,4.7029,38,0,12,3,8,20,14,6,3,0,,107,54.31472081,2,0,0,160,24,27,0,28,2457,0,0,0,0,0,0,0,0,0,1,302,7,0,6.913333333,0,1,0,0,0,0,0,819,0,0,24,1,15,7,13,39.39393939,66,37,56.06060606,27,33,46,147,57.19844358,52,695,390,1085,25,1,1656,29,5
Leandro Trossard,Arsenal,F,12,22.64150943,244,29,44.61538462,375,110,485,76.01880878,6,40,9,26,5,68,4,6,18,2,12,35,16,100,0,1,2.67849508,4.8222,13,0,11.36363636,5,10,14,11,3,3,2,,72,44.17177914,0,0,2,153,8,30,1,18,1685,4,0,0,0,0,0,0,0,0,0,302,8,0,6.873076923,0,4,0,0,0,0,0,337,0,0,33,11,15,11,17,37.77777778,25,16,64,30,45,53,78,43.82022472,65,505,133,638,44,1,1006,31,1
Mikel Merino,Arsenal,M,0,0,96,7,33.33333333,164,105,269,75.77464789,28,39.43661972,43,21,3,55,4,4,6,2,19,17,6,92,0,0,1.45131127,2.9983,21,0,19.04761905,4,7,9,7,2,4,0,,51,51,3,0,0,86,10,12,0,10,1007,3,0,0,0,0,0,0,0,0,0,133,8,0,6.861904762,0,1,0,0,0,0,0,251.75,0,0,17,4,7,8,5,41.66666667,26,13,50,12,12,4,79,46.19883041,21,237,118,355,21,1,539,20,1
Noni Madueke,Arsenal,M,13,20.63492063,124,8,50,179,47,226,74.58745875,10,55.55555556,8,20,1,22,4,2,7,0,6,13,15,70,0,0,2.04337871,1.0238,12,0,10,2,3,7,4,3,1,1,,50,44.64285714,1,0,0,77,4,17,1,12,908,2,0,0,0,0,0,0,0,0,0,198,7,0,6.857894737,0,0,0,0,0,0,0,454,0,0,19,1,6,7,24,52.17391304,16,9,56.25,17,46,63,60,46.15384615,16,249,54,303,20,2,552,10,0
Ben White,Arsenal,D,2,15.38461538,75,6,35.29411765,109,61,170,82.92682927,9,42.85714286,12,7,1,18,2,0,0,2,17,1,5,24,0,0,0.48011543,0.436,5,0,0,0,1,4,3,1,0,0,,19,61.29032258,0,0,0,35,3,6,0,5,420,2,0,0,0,0,0,0,0,0,0,59,2,0,6.857142857,0,0,0,0,0,0,0,0,0,0,3,1,3,1,2,66.66666667,13,7,53.84615385,6,3,13,28,53.84615385,17,140,65,205,4,0,326,4,0
Riccardo Calafiori,Arsenal,D,3,14.28571429,161,18,50,292,265,557,85.42944785,40,58.82352941,28,22,2,64,0,1,9,3,48,7,8,72,0,1,0.48692635,2.8955,25,0,3.571428571,1,3,8,6,2,1,0,,52,54.16666667,1,0,1,95,14,5,0,18,1455,2,0,0,0,0,0,0,0,0,0,175,4,0,6.852380952,0,0,0,0,0,0,0,1455,0,0,19,9,13,6,13,72.22222222,31,18,58.06451613,5,18,21,92,56.09756098,36,347,305,652,28,1,1010,9,5
Ethan Nwaneri,Arsenal,M,0,0,26,5,55.55555556,42,37,79,90.8045977,1,25,3,6,0,10,0,0,2,0,1,2,3,14,0,0,0.08285118,0.2321,2,0,0,0,0,0,0,0,0,0,,4,26.66666667,0,0,0,8,0,1,0,0,175,0,0,0,0,0,0,0,0,0,0,20,2,0,6.74,0,0,0,0,0,0,0,0,0,0,4,2,4,0,3,37.5,1,0,0,1,8,2,5,26.31578947,9,48,39,87,6,0,121,0,0
Kai Havertz,Arsenal,F,0,0,25,0,0,35,7,42,63.63636364,9,40.90909091,13,6,1,6,0,0,1,0,4,4,3,23,0,0,0.09787258,0.3077,1,0,0,0,1,0,0,0,0,0,,13,56.52173913,0,0,0,24,0,4,0,3,264,0,0,0,0,0,0,0,0,0,0,44,2,0,6.65,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,60,3,2,66.66666667,4,5,1,22,48.88888889,2,55,11,66,5,0,117,7,0
Gabriel Martinelli,Arsenal,F,7,23.33333333,61,1,9.090909091,104,35,139,68.81188119,8,33.33333333,16,25,3,42,3,6,6,0,10,23,5,65,0,1,0.99101979,3.3793,7,0,4,1,4,5,4,1,1,0,,40,44.94382022,0,0,0,63,0,9,0,9,852,5,0,0,0,0,0,0,0,0,0,162,13,0,6.616,0,1,0,0,0,0,0,852,0,0,22,3,9,10,18,54.54545455,10,7,70,9,33,30,48,42.47787611,11,156,46,202,25,0,418,13,2
Christian Nørgaard,Arsenal,M,0,0,0,0,0,3,16,19,82.60869565,2,50,2,6,0,4,0,0,0,0,6,1,2,6,0,0,0.00172916,0.0511,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,8,1,0,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,25,1,6,17,23,1,0,41,0,0
Viktor Gyökeres,Arsenal,F,2,28.57142857,96,1,33.33333333,133,27,160,59.70149254,25,31.64556962,54,29,0,47,3,8,11,3,17,21,7,133,0,1,1.76750513,9.3498,28,0,25.58139535,11,11,11,8,3,10,1,,34,30.08849558,1,0,1,108,1,16,1,23,1907,2,0,0,2,0,100,0,2,0,0,234,17,0,6.572413793,0,9,0,0,0,0,0,173.3636364,0,0,39,4,15,17,6,18.75,6,5,83.33333333,16,32,7,59,30.72916667,3,225,43,268,43,3,540,23,4
Myles Lewis-Skelly,Arsenal,D,0,0,32,4,50,63,85,148,88.62275449,1,12.5,7,14,0,14,0,0,0,0,8,4,2,20,0,1,0.06480379,0.0516,6,0,0,0,0,5,5,0,0,0,,15,53.57142857,0,0,0,19,2,3,0,1,336,0,0,0,0,0,0,0,0,0,0,33,0,0,6.55,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,83.33333333,4,3,75,3,6,0,16,44.44444444,8,75,92,167,1,0,233,6,3
Gabriel Jesus,Arsenal,F,0,0,28,0,0,48,14,62,74.69879518,6,28.57142857,15,11,0,18,0,3,3,0,3,8,1,37,0,0,0.203329,1.7605,6,0,14.28571429,2,2,6,4,2,1,1,,11,33.33333333,0,0,0,21,2,1,0,2,306,5,0,0,0,0,0,0,0,0,0,55,3,0,6.527272727,0,2,0,0,0,0,0,153,0,0,12,2,2,9,6,46.15384615,4,0,0,1,13,0,17,31.48148148,1,63,20,83,14,0,169,1,2
Rodri,Manchester City,M,1,20,287,78,69.02654867,732,485,1217,89.88183161,28,77.77777778,8,18,0,91,2,0,4,2,34,10,12,47,0,3,2.26895352,0.7617,10,0,9.090909091,1,1,13,10,3,1,0,,67,63.20754717,1,0,0,137,13,23,0,14,1245,0,0,0,0,0,0,0,0,0,0,172,7,0,7.452941176,0,0,0,0,0,0,0,1245,0,0,5,6,5,2,6,46.15384615,35,19,54.28571429,23,13,5,95,66.90140845,113,831,523,1354,11,2,1561,26,2
James Trafford,Manchester City,G,0,0,1,13,32.5,3,74,77,71.96261682,1,100,0,3,0,33,0,0,0,1,6,0,0,0,1,0,0.00099632,,0,0,0,0,0,4,4,0,0,0,1.8896,4,100,0,2,0,30,0,0,0,3,270,0,0,0,0,0,0,1,0,0,0,30,0,1,7.4,0,0,9,2,11,0,4,0,0,0,0,0,0,0,1,100,2,1,50,0,1,0,5,100,40,26,81,107,0,0,142,1,0
Erling Haaland,Manchester City,F,1,33.33333333,87,4,40,130,71,201,65.90163934,64,62.74509804,38,29,7,31,8,24,18,6,36,18,4,92,0,0,2.08367601,21.0095,19,0,21.56862745,22,29,27,20,7,21,1,,49,47.57281553,3,0,4,104,4,21,17,28,2418,3,0,0,4,0,75,0,3,0,0,182,12,0,7.351724138,0,2,0,0,0,0,0,109.9090909,0,0,91,11,35,49,13,50,13,8,61.53846154,21,26,3,113,55.12195122,10,215,90,305,102,6,630,23,1
Marc Guéhi,Manchester City,D,3,23.07692308,245,63,39.87341772,658,863,1521,88.32752613,82,68.90756303,37,28,2,118,5,6,7,10,137,13,10,81,1,0,2.03411124,3.5818,18,0,7.407407407,2,4,30,23,7,2,0,,67,60.36036036,1,0,2,201,39,14,0,28,2520,0,0,0,0,0,0,0,0,0,1,247,4,0,7.275,0,1,0,0,0,0,0,1260,0,0,26,1,13,7,5,55.55555556,37,24,64.86486486,14,9,13,149,64.7826087,158,799,923,1722,27,4,2116,25,5
Jérémy Doku,Manchester City,M,13,29.54545455,233,10,62.5,336,76,412,83.7398374,3,33.33333333,6,22,4,57,10,4,8,1,0,38,5,111,0,0,4.7226095,1.8343,17,0,4.545454545,1,5,13,10,3,0,1,,118,52.91479821,0,0,1,80,10,43,0,13,1230,3,0,1,0,0,0,0,0,0,2,262,12,0,7.268181818,0,1,0,0,0,0,0,1230,0,0,16,6,6,8,63,57.79816514,16,11,68.75,42,109,44,121,52.15517241,16,408,84,492,22,3,880,40,0
Rayan Cherki,Manchester City,M,19,32.75862069,335,22,46.80851064,580,236,816,86.07594937,1,14.28571429,6,25,8,76,15,1,13,2,6,27,17,104,0,1,6.62021491,2.47,13,0,9.090909091,3,11,13,10,3,2,1,,91,48.14814815,0,0,1,132,7,43,0,14,1316,1,0,1,0,0,0,0,0,0,0,282,15,0,7.208,0,3,0,0,0,0,0,438.6666667,0,2,24,9,12,8,37,47.43589744,24,17,70.83333333,42,78,58,92,46.93877551,47,690,258,948,33,2,1311,30,1
Rúben Dias,Manchester City,D,3,33.33333333,229,47,50,722,848,1570,93.00947867,58,65.16853933,31,25,0,70,0,1,3,11,115,3,2,53,0,2,0.62277125,0.5644,14,0,20,2,2,20,14,6,1,1,,24,52.17391304,0,0,0,118,22,6,0,23,2059,0,0,0,0,0,0,0,0,0,0,134,2,0,7.2,0,2,0,0,0,0,0,1029.5,0,0,6,4,3,4,3,50,13,6,46.15384615,6,6,9,82,60.74074074,94,797,891,1688,10,3,1945,9,3
Max Alleyne,Manchester City,D,0,0,13,8,80,57,63,120,93.75,3,100,0,2,0,4,0,1,0,0,4,1,0,2,0,0,0.0644063,0.259,0,0,0,0,0,1,0,1,0,0,,6,75,0,0,0,8,4,1,0,2,135,0,0,0,0,0,0,0,0,0,0,11,0,0,7.1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,75,3,3,100,1,4,0,9,81.81818182,10,63,65,128,2,0,148,0,0
Antoine Semenyo,Manchester City,M,5,12.82051282,242,25,50,411,161,572,77.92915531,58,50.43478261,57,29,4,128,6,7,9,8,26,53,18,230,0,2,2.3404016,9.8569,51,1,22.05882353,15,19,47,39,8,11,4,,97,35.92592593,0,0,3,162,9,33,6,29,2588,18,0,0,2,1,50,0,1,0,0,440,21,0,7.072413793,0,9,0,0,0,0,0,172.5333333,50,2,51,17,23,36,38,41.30434783,40,29,72.5,33,92,39,155,40.25974026,50,544,190,734,68,3,1360,19,6
Phil Foden,Manchester City,M,34,33.00970874,314,39,61.9047619,602,322,924,88.08388942,6,28.57142857,15,26,3,84,8,4,19,7,12,25,13,86,0,2,3.98020912,5.4693,17,0,13.7254902,7,10,16,11,5,5,2,,76,51.70068027,2,0,1,125,8,45,4,21,1828,2,0,1,0,0,0,0,0,0,0,275,9,0,7.019230769,0,1,0,0,0,0,0,261.1428571,0,2,28,23,15,17,22,56.41025641,28,12,42.85714286,44,39,103,82,48.80952381,63,698,351,1049,51,3,1439,26,4
Joško Gvardiol,Manchester City,D,1,50,190,38,49.35064935,465,429,894,89.66900702,26,56.52173913,20,16,2,49,1,2,4,5,60,3,1,43,0,2,0.65621188,2.3419,16,0,12.5,2,4,13,10,3,2,0,,27,54,1,0,1,103,13,5,0,15,1304,0,0,1,0,1,0,0,0,0,0,124,0,0,7.01875,0,1,0,0,0,0,0,652,0,0,13,3,7,5,2,33.33333333,18,13,72.22222222,4,6,2,53,55.20833333,77,529,468,997,16,1,1188,7,2
Gianluigi Donnarumma,Manchester City,G,0,0,12,108,42.85714286,45,521,566,79.27170868,14,93.33333333,1,27,0,183,0,0,0,11,35,0,1,2,1,3,0.01712201,,0,0,0,0,0,24,17,7,0,0,2.2868,5,83.33333333,0,10,0,148,1,0,0,27,2430,0,0,0,0,0,0,1,0,1,0,153,0,24,7.014814815,0,0,45,17,64,1,16,0,0,0,0,0,0,0,2,100,0,0,0,0,2,0,19,90.47619048,252,145,569,714,0,0,937,3,6
Nico González,Manchester City,M,1,50,252,29,55.76923077,635,399,1034,89.75694444,29,52.72727273,26,21,0,79,1,0,8,4,40,13,8,77,0,1,0.99966107,0.571,28,0,8.333333333,1,1,14,11,3,0,1,,64,55.65217391,0,0,0,118,21,8,0,15,1375,0,0,0,0,0,0,0,0,0,0,157,11,0,6.995238095,0,1,0,0,0,0,0,1375,0,0,2,10,2,2,11,68.75,36,26,72.22222222,8,16,2,93,54.70588235,52,712,440,1152,12,1,1383,17,6
Rayan Aït-Nouri,Manchester City,M,3,25,136,4,23.52941176,273,151,424,89.83050847,13,72.22222222,5,13,2,40,2,1,2,3,17,6,6,45,0,1,1.60369373,0.4196,11,0,0,0,2,8,5,3,0,0,,55,57.89473684,0,0,0,48,13,8,0,10,782,0,0,0,0,0,0,0,0,0,0,103,3,0,6.945454545,0,0,0,0,0,0,0,0,0,0,2,5,4,1,19,52.77777778,28,20,71.42857143,8,36,12,68,60.17699115,17,303,169,472,7,1,701,8,2
Matheus Nunes,Manchester City,D,15,28.84615385,460,47,51.08695652,907,615,1522,88.95382817,30,56.60377358,23,27,4,134,5,0,1,9,82,14,17,86,1,1,1.84067552,0.3479,13,0,14.28571429,1,5,23,16,7,1,0,,96,60.37735849,0,0,0,189,25,20,0,25,2267,4,0,0,0,1,0,0,0,0,1,322,6,0,6.937037037,0,1,0,0,0,0,0,2267,0,0,2,5,4,2,23,52.27272727,48,34,70.83333333,20,44,52,126,59.43396226,92,1025,686,1711,7,1,2295,25,4
Abdukodir Khusanov,Manchester City,D,0,0,80,26,52,259,318,577,91.29746835,6,33.33333333,12,15,0,46,0,0,0,2,36,2,3,27,0,0,0.14818702,0.4662,8,0,0,0,0,8,7,1,0,0,,30,66.66666667,0,0,0,55,21,2,0,9,889,0,0,0,0,0,0,0,0,0,0,75,1,0,6.86,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,66.66666667,21,15,71.42857143,2,6,0,36,57.14285714,50,290,342,632,2,0,783,5,2
Bernardo Silva,Manchester City,M,15,29.41176471,452,51,62.96296296,826,662,1488,90.51094891,4,17.39130435,19,30,4,111,7,1,6,4,27,26,20,121,0,1,3.37696173,1.5081,34,0,11.76470588,2,6,24,17,7,2,0,,67,39.64497041,0,0,1,156,16,35,2,26,2258,5,0,0,0,0,0,0,0,0,0,273,15,0,6.853333333,0,0,0,0,0,0,0,1129,0,0,16,1,6,5,16,40,32,14,43.75,35,40,51,71,36.97916667,81,941,703,1644,17,1,1985,19,9
Tijjani Reijnders,Manchester City,M,10,27.02702703,251,11,52.38095238,446,214,660,88.82907133,3,37.5,5,26,2,54,4,4,10,2,19,16,6,68,0,1,2.25920791,3.9949,18,0,12.19512195,5,7,16,13,3,5,0,,44,41.12149533,0,0,1,83,10,18,3,17,1503,4,0,1,0,0,0,0,0,0,0,184,13,0,6.85,0,2,0,0,0,0,0,300.6,0,2,27,14,16,15,19,44.18604651,10,4,40,17,43,37,47,40.86956522,21,514,229,743,41,1,1018,15,2
Nico O'Reilly,Manchester City,D,9,28.125,247,10,24.3902439,564,365,929,86.57968313,38,54.28571429,32,28,3,83,5,5,9,8,56,27,20,141,0,1,1.72633751,4.0359,33,0,12.90322581,4,7,20,16,4,4,0,,94,46.30541872,1,0,0,144,17,18,3,23,2134,1,0,0,0,0,0,0,0,0,0,295,6,0,6.835714286,0,0,0,0,0,0,0,533.5,0,0,24,7,12,10,20,40.81632653,61,32,52.45901639,18,49,32,132,48.35164835,41,658,415,1073,31,2,1654,13,4
Nathan Aké,Manchester City,D,3,75,80,5,26.31578947,165,169,334,89.30481283,13,68.42105263,6,14,0,12,2,1,1,2,25,0,2,11,0,1,0.44223924,0.2759,2,0,0,0,0,7,6,1,0,0,,14,73.68421053,0,0,0,40,4,6,0,4,503,1,0,0,0,0,0,0,0,0,0,51,1,0,6.809090909,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,8,5,62.5,6,1,4,27,71.05263158,19,191,183,374,3,1,461,6,1
Rico Lewis,Manchester City,D,0,0,62,8,61.53846154,114,89,203,86.75213675,1,50,1,10,1,10,2,0,0,0,6,5,3,15,0,0,1.31145706,0.1119,4,0,0,0,1,5,5,0,0,0,,14,50,0,0,0,31,7,6,0,3,333,0,0,0,0,0,0,0,0,0,0,46,3,0,6.733333333,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,50,5,3,60,6,4,2,15,50,13,142,92,234,2,0,319,7,1
Mateo Kova?i?,Manchester City,M,0,0,2,0,0,9,13,22,100,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.00258857,,0,0,0,0,0,0,0,0,0,0,,1,50,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,0,1,50,0,9,13,22,0,0,24,0,0
Savinho,Manchester City,M,6,21.42857143,105,5,45.45454545,173,46,219,83.58778626,0,0,4,17,1,31,0,6,2,1,4,6,2,40,0,0,1.21431558,1.5342,8,0,0,0,1,5,4,1,0,0,,24,40,0,0,0,43,5,6,0,5,582,4,0,0,0,0,0,0,0,0,1,111,3,0,6.694117647,0,0,0,0,0,0,0,0,0,0,14,0,3,9,8,28.57142857,6,3,50,6,28,28,24,37.5,11,211,51,262,14,0,413,10,2
Omar Marmoush,Manchester City,F,0,0,58,1,100,94,32,126,86.89655172,2,28.57142857,5,17,3,14,2,2,6,0,2,12,3,38,0,0,0.70657912,2.1852,10,0,4.166666667,1,4,5,4,1,1,0,,36,52.17391304,0,0,1,19,2,11,0,7,600,6,0,0,0,0,0,0,0,0,0,67,3,0,6.66,0,1,0,0,0,0,0,600,0,2,17,7,11,7,7,43.75,12,6,50,11,16,11,38,50,1,111,34,145,24,1,279,18,2
John Stones,Manchester City,D,0,0,22,5,50,91,149,240,92.66409266,9,90,1,7,0,17,0,0,0,0,14,1,2,4,0,0,0.06005487,,0,0,0,0,0,8,7,1,0,0,,2,40,0,0,0,19,2,1,0,4,363,0,0,0,0,0,0,0,0,0,0,27,1,0,6.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,1,2,4,11,73.33333333,10,103,156,259,0,0,296,0,0
Divine Mukasa,Manchester City,M,0,0,11,0,0,15,3,18,94.73684211,0,0,2,2,0,1,0,0,0,0,0,2,1,6,0,0,0.20618365,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,3,19,0,0,23,0,0
Bruno Fernandes,Manchester United,M,41,30.82706767,530,110,59.13978495,885,446,1331,82.67080745,18,38.29787234,29,28,16,138,24,8,26,4,39,25,31,121,0,2,9.0768133,10.3486,20,1,10.95890411,8,24,39,35,4,7,1,,93,50.27027027,0,0,5,279,15,101,0,28,2437,4,0,0,6,1,66.66666667,0,4,0,0,459,12,0,7.55,0,8,0,0,0,0,0,304.625,20,5,35,38,26,21,15,48.38709677,46,26,56.52173913,101,31,133,111,47.84482759,186,1105,505,1610,73,5,2143,33,3
Casemiro,Manchester United,M,3,21.42857143,259,69,51.87969925,589,500,1089,81.02678571,46,47.42268041,51,29,2,117,4,5,14,1,50,11,37,143,0,2,2.91479324,4.657,41,0,16.27906977,7,9,24,23,1,6,1,,104,53.06122449,6,0,1,255,23,28,0,28,2152,3,0,0,0,0,0,0,0,0,0,314,7,0,7.124137931,1,1,0,0,0,0,0,307.4285714,0,0,25,18,15,14,6,50,71,36,50.70422535,28,12,14,150,51.19453925,133,762,582,1344,43,2,1758,27,8
Lisandro Martínez,Manchester United,D,1,50,92,29,41.42857143,298,340,638,90.24045262,10,71.42857143,4,14,0,52,1,0,2,2,46,2,2,18,0,0,0.50183514,0.065,8,0,0,0,0,11,10,1,0,0,,25,64.1025641,0,0,0,69,10,4,0,9,911,0,1,0,0,0,0,0,0,0,0,81,1,0,7.071428571,0,0,0,0,0,0,0,0,0,0,0,4,2,0,11,84.61538462,12,7,58.33333333,4,13,2,35,66.03773585,70,354,353,707,4,1,833,2,0
